date,close,weirdness,iof_flag,shesd_flag,cp_flag,near_cp,tier,reason
2018-02-01,39.3307991027832,-0.2844691778608773,False,True,False,False,C,C isolated_spike_far_cp
2018-02-02,37.62422561645508,2.7742185712441088,True,True,False,False,B,B iof_and_(spike_or_near_cp)
2018-02-05,36.68421936035156,0.5872145294612343,False,True,False,False,C,C isolated_spike_far_cp
2018-02-06,38.21730422973633,2.3767323410552303,True,True,False,False,B,B iof_and_(spike_or_near_cp)
2018-02-07,37.399192810058594,0.0740964063828596,False,True,False,False,C,C isolated_spike_far_cp
2018-02-08,36.37008285522461,0.4832065332167758,False,True,False,False,C,C isolated_spike_far_cp
2018-02-09,36.8149528503418,0.0744172415817757,False,True,False,False,C,C isolated_spike_far_cp
2018-02-12,38.297813415527344,1.6376435328493448,True,True,False,False,B,B iof_and_(spike_or_near_cp)
2018-02-13,38.68145751953125,-0.3612714344161801,False,True,False,False,C,C isolated_spike_far_cp
2018-02-14,39.394649505615234,-0.2889619371339302,False,True,False,False,C,C isolated_spike_far_cp
2018-02-15,40.71745300292969,0.6375679838406884,True,False,False,False,C,C weak_iof_only
2018-02-16,40.58565139770508,-0.6496501853498282,False,False,False,False,,
2018-02-20,40.44913482666016,-0.6558533889745822,False,False,False,False,,
2018-02-21,40.26553726196289,-0.6899104760212792,False,False,False,False,,
2018-02-22,40.60212326049805,-0.5914608196207383,False,False,False,False,,
2018-02-23,41.30824279785156,-0.4361015056816456,False,False,False,False,,
2018-02-26,42.12500762939453,-0.3710671135383592,False,False,False,False,,
2018-02-27,41.98847961425781,-0.725728042210038,False,False,False,False,,
2018-02-28,41.92493438720703,-0.7518647122005298,False,False,False,False,,
2018-03-01,41.1905517578125,-0.2588748177282733,False,False,False,False,,
2018-03-02,41.47535705566406,-0.7117994503231447,False,False,False,False,,
2018-03-05,41.61893844604492,-0.7366342133784942,False,False,False,False,,
2018-03-06,41.58363723754883,-0.7914144151365774,False,False,False,False,,
2018-03-07,41.19761276245117,-0.383691128241719,False,False,False,False,,
2018-03-08,41.64719009399414,-0.8140779859217327,False,False,False,False,,
2018-03-09,42.36273193359375,-0.4650298221834528,False,False,False,False,,
2018-03-12,42.77228164672852,-0.26359296224885,False,False,False,False,,
2018-03-13,42.3603744506836,0.0279488973644479,False,False,False,False,,
2018-03-14,42.000247955322266,-0.4186600589875529,False,False,False,False,,
2018-03-15,42.04967880249024,-0.8846355092054774,False,False,False,False,,
2018-03-16,41.901397705078125,-0.7873635928061455,False,False,False,False,,
2018-03-19,41.26118087768555,0.1148216434477427,False,False,False,False,,
2018-03-20,41.24705505371094,-0.7472450004533248,False,False,False,False,,
2018-03-21,40.31261444091797,0.6204035199046807,True,False,False,False,C,C weak_iof_only
2018-03-22,39.74300384521485,-0.2099100845298391,False,False,False,False,,
2018-03-23,38.82270050048828,0.4517536018645937,False,False,False,False,,
2018-03-26,40.66567993164063,2.656035159851451,True,False,False,False,C,C weak_iof_only
2018-03-27,39.62296295166016,0.1512939929082759,False,False,False,False,,
2018-03-28,39.18516540527344,-0.3707754985845744,False,False,False,False,,
2018-03-29,39.491153717041016,-0.4474185482161193,False,False,False,False,,
2018-04-02,39.23223876953125,-0.6004599991133099,False,False,False,False,,
2018-04-03,39.63473510742188,-0.4704592119415466,False,False,False,False,,
2018-04-04,40.39263534545898,-0.1868702185518109,False,False,False,False,,
2018-04-05,40.6727409362793,-0.7135327335225127,False,False,False,False,,
2018-04-06,39.63238143920898,0.0085943639667029,False,False,False,False,,
2018-04-09,40.02545928955078,-0.5241996812904192,False,False,False,False,,
2018-04-10,40.77865219116211,-0.2138347398381073,False,False,False,False,,
2018-04-11,40.58800506591797,-0.658464114067318,False,False,False,False,,
2018-04-12,40.98812484741211,-0.565407594075859,False,False,False,False,,
2018-04-13,41.12701034545898,-0.7649458228386481,False,False,False,False,,
2018-04-16,41.383575439453125,-0.7545392704484241,False,False,False,False,,
2018-04-17,41.95318222045898,-0.6168449178273201,False,False,False,False,,
2018-04-18,41.85902404785156,-0.9335213787723629,False,False,False,False,,
2018-04-19,40.6727409362793,0.1458932107694137,False,False,False,False,,
2018-04-20,39.00628280639648,1.0635257631393766,True,False,False,False,C,C weak_iof_only
2018-04-23,38.89330291748047,-0.7821905930120185,False,False,False,False,,
2018-04-24,38.35195541381836,-0.5129216867046343,False,False,False,False,,
2018-04-25,38.51904678344727,-0.5455911579302769,False,False,False,False,,
2018-04-26,38.653228759765625,-0.745229746037412,False,False,False,False,,
2018-04-27,38.206016540527344,-0.5715691887198521,False,False,False,False,,
2018-04-30,38.89800643920898,-0.3063702920193003,False,False,False,False,,
2018-05-01,39.80186080932617,-0.1214367162653919,False,False,False,False,,
2018-05-02,41.560096740722656,1.4778593382333227,True,False,False,False,C,C weak_iof_only
2018-05-03,41.63543319702149,-0.9129020785420964,False,False,False,False,,
2018-05-04,43.268924713134766,0.856709318996068,True,False,False,False,C,C weak_iof_only
2018-05-07,43.58196258544922,-0.7891591022314864,False,False,False,False,,
2018-05-08,43.79145812988281,-0.8176949242637467,False,False,False,False,,
2018-05-09,44.09978103637695,-0.8556029102092713,False,False,False,False,,
2018-05-10,44.73059844970703,-0.6123589947765546,False,False,False,False,,
2018-05-11,44.56047058105469,-0.8143527482201951,False,False,False,False,,
2018-05-14,44.45651245117188,-0.8817043236990751,False,False,False,False,,
2018-05-15,44.05245971679688,-0.7096042841319885,False,False,False,False,,
2018-05-16,44.46358871459961,-0.7993910714174054,False,False,False,False,,
2018-05-17,44.18242263793945,-0.8131458436174356,False,False,False,False,,
2018-05-18,44.02174758911133,-0.8714185551479176,False,False,False,False,,
2018-05-21,44.33365249633789,-0.6930913692344435,False,False,False,False,,
2018-05-22,44.22259521484375,-0.5700558707136693,False,False,False,False,,
2018-05-23,44.506126403808594,-0.507276729780125,False,False,False,False,,
2018-05-24,44.45651245117188,-0.4582058652373234,False,False,False,False,,
2018-05-25,44.55810546875,-0.5344906067436721,False,False,False,False,,
2018-05-29,44.39743041992188,-0.1565468399474663,False,False,False,False,,
2018-05-30,44.30293273925781,-0.529318388686896,False,False,False,False,,
2018-05-31,44.15406036376953,-0.6934338602141769,False,False,False,False,,
2018-06-01,44.95034790039063,-0.0996231130221248,False,False,False,False,,
2018-06-04,45.32602691650391,-0.7605278918366016,False,False,False,False,,
2018-06-05,45.67572021484375,0.108612342642227,False,False,False,False,,
2018-06-06,45.83403015136719,-0.0571165742975896,False,False,False,False,,
2018-06-07,45.7111701965332,0.0237759330501819,False,False,False,False,,
2018-06-08,45.29530334472656,0.4407012483734843,False,False,False,False,,
2018-06-11,45.18426513671875,0.0360780880633899,False,False,False,False,,
2018-06-12,45.4323616027832,0.2369459387254124,False,False,False,False,,
2018-06-13,45.05901718139648,0.4130455635569816,False,False,False,False,,
2018-06-14,45.08265686035156,0.0358163289249797,False,False,False,False,,
2018-06-15,44.61954498291016,0.6947291388011437,True,False,False,False,C,C weak_iof_only
2018-06-18,44.59591674804688,0.0498739287285681,False,False,False,False,,
2018-06-19,43.875247955322266,1.4034447357087323,True,False,False,False,C,C weak_iof_only
2018-06-20,44.06664276123047,0.0838214884974672,False,False,False,False,,
2018-06-21,43.8209114074707,0.0142587834076366,False,False,False,False,,
2018-06-22,43.69332885742188,-0.0327301422622659,False,False,False,False,,
2018-06-25,43.04353713989258,0.8507570529625268,True,False,False,False,C,C weak_iof_only
2018-06-26,43.57753372192383,0.6198344481488303,True,False,False,False,C,C weak_iof_only
2018-06-27,43.51375198364258,-0.2596759647887476,False,False,False,False,,
2018-06-28,43.830360412597656,0.0015902472684537,False,False,False,False,,
2018-06-29,43.73820495605469,-0.3419850893314221,False,False,False,False,,
2018-07-02,44.2273063659668,0.6058898732540395,True,False,False,False,C,C weak_iof_only
2018-07-03,43.45703125,0.9457306597774652,True,False,False,False,C,C weak_iof_only
2018-07-05,43.806732177734375,0.3556815325833299,False,False,False,False,,
2018-07-06,44.41397476196289,0.7068892720623863,True,False,False,False,C,C weak_iof_only
2018-07-09,45.030670166015625,0.3042915272763368,False,False,False,False,,
2018-07-10,44.97632598876953,-0.5543160220699986,False,False,False,False,,
2018-07-11,44.3927116394043,0.0333019349700628,False,False,False,False,,
2018-07-12,45.137001037597656,0.3218408975868867,False,False,False,False,,
2018-07-13,45.20787811279297,-0.6712824112485924,False,False,False,False,,
2018-07-16,45.108646392822266,-0.6773685736502849,False,False,False,False,,
2018-07-17,45.236236572265625,-0.6757362968037353,False,False,False,False,,
2018-07-18,44.98814392089844,-0.5914801142742008,False,False,False,False,,
2018-07-19,45.337833404541016,-0.5868742563910745,False,False,False,False,,
2018-07-20,45.2338752746582,-0.6884164074841084,False,False,False,False,,
2018-07-23,45.274044036865234,-0.7286964865883668,False,False,False,False,,
2018-07-24,45.602481842041016,-0.5967868501276471,False,False,False,False,,
2018-07-25,46.03251647949219,-0.324833289370547,False,False,False,False,,
2018-07-26,45.88837432861328,-0.3838823467142931,False,False,False,False,,
2018-07-27,45.12518310546875,0.6880647118787703,True,False,False,False,C,C weak_iof_only
2018-07-30,44.87237548828125,-0.5467198067194957,False,False,False,False,,
2018-07-31,44.96214294433594,-0.7343795387458647,False,False,False,False,,
2018-08-01,47.610877990722656,3.513821854393408,True,False,False,False,A,A2 very_strong_iof
2018-08-02,49.00257873535156,0.2557922111216348,False,False,False,False,,
2018-08-03,49.14435195922852,-0.7846044892266358,False,False,False,False,,
2018-08-06,49.399532318115234,-0.8509532532597196,False,False,False,False,,
2018-08-07,48.93640899658203,-0.5994680193691275,False,False,False,False,,
2018-08-08,48.96950912475586,-0.905334487786008,False,False,False,False,,
2018-08-09,49.35463333129883,-0.85524166826127,False,False,False,False,,
2018-08-10,49.20762634277344,-0.875521739474104,False,False,False,False,,
2018-08-13,49.52536010742188,-0.9198297991279194,False,False,False,False,,
2018-08-14,49.734031677246094,-0.9109983552468836,False,False,False,False,,
2018-08-15,49.850196838378906,-0.9193867799351846,False,False,False,False,,
2018-08-16,50.580509185791016,-0.618832516982433,False,False,False,False,,
2018-08-17,51.590599060058594,-0.3180739842328554,False,False,False,False,,
2018-08-20,51.08792495727539,-0.2632253526043034,False,False,False,False,,
2018-08-21,50.98832702636719,-0.6780591525149717,False,False,False,False,,
2018-08-22,50.99070739746094,-0.7508087363675194,False,False,False,False,,
2018-08-23,51.09503173828125,-0.868653404253295,False,False,False,False,,
2018-08-24,51.253902435302734,-0.8247652011800348,False,False,False,False,,
2018-08-27,51.67595291137695,-0.6498840261364383,False,False,False,False,,
2018-08-28,52.0932731628418,-0.502511645864525,False,False,False,False,,
2018-08-29,52.87100601196289,-0.1415907044478234,False,False,False,False,,
2018-08-30,53.35706329345703,-0.3630035996552348,False,False,False,False,,
2018-08-31,53.97356796264648,0.2062194870921445,False,False,False,False,,
2018-09-04,54.14665603637695,-0.0986188411924962,False,False,False,False,,
2018-09-05,53.79335403442383,0.3508657900004128,False,False,False,False,,
2018-09-06,52.89944076538086,1.7655787659141042,True,False,False,False,C,C weak_iof_only
2018-09-07,52.4726448059082,0.0160186523732292,False,False,False,False,,
2018-09-10,51.768436431884766,0.2868909671724106,False,False,False,False,,
2018-09-11,53.07728958129883,0.8384372652828392,True,False,False,False,C,C weak_iof_only
2018-09-12,52.418113708496094,-0.1803905881889011,False,False,False,False,,
2018-09-13,53.68428039550781,0.2156862842934628,False,False,False,False,,
2018-09-14,53.07490921020508,-0.4218677716615873,False,False,False,False,,
2018-09-17,51.66172790527344,0.6472274437640343,True,False,False,False,C,C weak_iof_only
2018-09-18,51.7470817565918,-0.8448961691209773,False,False,False,False,,
2018-09-19,51.77791976928711,-0.8967003572715742,False,False,False,False,,
2018-09-20,52.17151641845703,-0.8029677734466867,False,False,False,False,,
2018-09-21,51.60956573486328,-0.6126922703094122,False,False,False,False,,
2018-09-24,52.35171508789063,-0.5777407345238259,False,False,False,False,,
2018-09-25,52.68368148803711,-0.8803007813051585,False,False,False,False,,
2018-09-26,52.26398086547852,-0.7642630302749331,False,False,False,False,,
2018-09-27,53.33810424804688,-0.1672919389254115,False,False,False,False,,
2018-09-28,53.52542495727539,-0.8944221133750907,False,False,False,False,,
2018-10-01,53.88582992553711,-0.8075050493939357,False,False,False,False,,
2018-10-02,54.36479568481445,-0.7363424033937477,False,False,False,False,,
2018-10-03,55.02634048461914,-0.6386761654286156,False,False,False,False,,
2018-10-04,54.058929443359375,-0.3097560598965905,False,False,False,False,,
2018-10-05,53.18161010742188,-0.3618278135038473,False,False,False,False,,
2018-10-08,53.05831146240234,-0.9048553139513862,False,False,False,False,,
2018-10-09,53.79335403442383,-0.6439504662414451,False,False,False,False,,
2018-10-10,51.30132293701172,2.2481210820898863,True,False,False,False,C,C weak_iof_only
2018-10-11,50.84843826293945,-0.67462501965312,False,False,False,False,,
2018-10-12,52.66471099853516,1.1263426584634222,True,False,False,False,C,C weak_iof_only
2018-10-15,51.53843688964844,-0.1737588122206094,False,False,False,False,,
2018-10-16,52.67419052124024,-0.2984615556072389,False,False,False,False,,
2018-10-17,52.446563720703125,-0.8937951522913907,False,False,False,False,,
2018-10-18,51.22069549560547,-0.1607814855009112,False,False,False,False,,
2018-10-19,52.00080490112305,-0.5371912060644161,False,False,False,False,,
2018-10-22,52.31851959228516,-0.8461011552453016,False,False,False,False,,
2018-10-23,52.81171417236328,-0.7641840391137187,False,False,False,False,,
2018-10-24,51.00018310546875,0.5290626131026119,False,False,False,False,,
2018-10-25,52.116981506347656,-0.3157852804357346,False,False,False,False,,
2018-10-26,51.28709411621094,-0.3875088204427266,False,False,False,False,,
2018-10-29,50.32441711425781,-0.1850127205268802,False,False,False,False,,
2018-10-30,50.57575225830078,-0.4917908473742678,False,False,False,False,,
2018-10-31,51.89409637451172,0.2363623009434659,False,False,False,False,,
2018-11-01,52.69079208374024,-0.3740631478712685,False,False,False,False,,
2018-11-02,49.195777893066406,2.704016996952288,True,False,False,False,C,C weak_iof_only
2018-11-05,47.7991943359375,0.5048503588035509,False,False,False,False,,
2018-11-06,48.31608581542969,0.0408501976580243,False,False,False,False,,
2018-11-07,49.78144073486328,0.7962679039638817,True,False,False,False,C,C weak_iof_only
2018-11-08,49.60773849487305,-0.4787099467731698,False,False,False,False,,
2018-11-09,48.6512336730957,-0.0436970031645263,False,False,False,False,,
2018-11-12,46.200462341308594,1.6995170710789087,True,False,False,False,C,C weak_iof_only
2018-11-13,45.73886489868164,0.0981510213334741,False,False,False,False,,
2018-11-14,44.44687271118164,0.8478055738927215,True,False,False,False,C,C weak_iof_only
2018-11-15,45.543758392333984,1.0224118043374482,True,False,False,False,C,C weak_iof_only
2018-11-16,46.04817962646485,0.0942448392644,False,False,False,False,,
2018-11-19,44.22320175170898,1.2830940215561235,True,False,False,False,C,C weak_iof_only
2018-11-20,42.11030960083008,2.06447662149403,True,False,False,False,C,C weak_iof_only
2018-11-21,42.06271362304688,1.379555965731291,True,False,False,False,C,C weak_iof_only
2018-11-23,40.99438095092773,1.4431908428083509,True,False,False,False,C,C weak_iof_only
2018-11-26,41.548770904541016,1.5739863700020855,True,False,False,False,C,C weak_iof_only
2018-11-27,41.45835494995117,1.122952862387972,True,False,False,False,C,C weak_iof_only
2018-11-28,43.052547454833984,1.980188194176552,True,False,False,False,C,C weak_iof_only
2018-11-29,42.7218132019043,0.6421553287784698,True,False,False,False,C,C weak_iof_only
2018-11-30,42.49102020263672,0.994244819730048,True,False,False,False,C,C weak_iof_only
2018-12-03,43.97574996948242,2.0087409343628138,True,False,False,False,C,C weak_iof_only
2018-12-04,42.04132080078125,1.5203128667648074,True,False,False,False,C,C weak_iof_only
2018-12-06,41.572566986083984,0.3070316203939399,False,False,False,False,,
2018-12-07,40.09021759033203,1.3889040635089418,True,False,False,False,C,C weak_iof_only
2018-12-10,40.35433197021485,1.2026561403888572,True,False,False,False,C,C weak_iof_only
2018-12-11,40.12354278564453,1.0820721054688736,True,False,False,False,C,C weak_iof_only
2018-12-12,40.23535537719727,0.9113539903737132,True,False,False,False,C,C weak_iof_only
2018-12-13,40.675537109375,0.2347856174635194,False,False,False,False,,
2018-12-14,39.37401580810547,0.8521850743104687,True,False,False,False,C,C weak_iof_only
2018-12-17,39.00759506225586,0.0778713216104857,False,False,False,False,,
2018-12-18,39.51439666748047,0.4932109003873909,False,False,False,False,,
2018-12-19,38.28188705444336,1.111461778278189,True,False,False,False,C,C weak_iof_only
2018-12-20,37.31584930419922,0.7268374648206793,True,False,False,False,C,C weak_iof_only
2018-12-21,35.86443328857422,1.1804107743820276,True,False,False,False,C,C weak_iof_only
2018-12-24,34.93648147583008,0.9300866426993892,True,False,False,False,C,C weak_iof_only
2018-12-26,37.39675521850586,3.2842657579224257,True,False,False,False,A,A2 very_strong_iof
2018-12-27,37.15406036376953,0.1360929114225507,False,False,False,False,,
2018-12-28,37.17308807373047,0.0998528914438281,False,False,False,False,,
2018-12-31,37.53238677978516,0.3633407113805224,False,False,False,False,,
2019-01-02,37.5752067565918,0.1416011374013532,False,False,False,False,,
2019-01-03,33.83244323730469,3.637456730977848,True,False,False,False,A,A2 very_strong_iof
2019-01-04,35.2767219543457,2.816992470029728,True,False,False,False,A,A2 very_strong_iof
2019-01-07,35.19820785522461,1.0558546322988835,True,False,False,False,C,C weak_iof_only
2019-01-08,35.86919021606445,1.191681638612455,True,False,False,False,C,C weak_iof_only
2019-01-09,36.47830581665039,0.6769567531026076,True,False,False,False,C,C weak_iof_only
2019-01-10,36.59490203857422,0.4641454062379304,False,False,False,False,,
2019-01-11,36.23561477661133,0.5479035932094783,False,False,False,False,,
2019-01-14,35.69073867797852,0.76928146643372,True,False,False,False,C,C weak_iof_only
2019-01-15,36.42121124267578,0.896411303232979,True,False,False,False,C,C weak_iof_only
2019-01-16,36.86614608764648,0.3857410534687177,False,False,False,False,,
2019-01-17,37.08505630493164,0.2776058154207756,False,False,False,False,,
2019-01-18,37.313472747802734,0.277743306854987,False,False,False,False,,
2019-01-22,36.47592926025391,0.6132176647321926,True,False,False,False,C,C weak_iof_only
2019-01-23,36.62345123291016,0.1003263397750475,False,False,False,False,,
2019-01-24,36.33317184448242,0.0479001535717115,False,False,False,False,,
2019-01-25,37.53714370727539,0.8699218499787296,True,False,False,False,C,C weak_iof_only
2019-01-28,37.18974685668945,-0.2209149863475306,False,False,False,False,,
2019-01-29,36.804290771484375,-0.1665412114778745,False,False,False,False,,
2019-01-30,39.31929397583008,2.460209574014592,True,False,False,False,C,C weak_iof_only
2019-01-31,39.60244369506836,0.0641903694930157,False,False,False,False,,
2019-02-01,39.6214714050293,0.0453529146750112,False,False,False,False,,
2019-02-04,40.74691390991211,0.6734782935275931,True,False,False,False,C,C weak_iof_only
2019-02-05,41.44407653808594,-0.0494209984399163,False,False,False,False,,
2019-02-06,41.45835494995117,-0.0766659662242977,False,False,False,False,,
2019-02-07,40.67316818237305,0.2935936964724016,False,False,False,False,,
2019-02-08,40.7209587097168,-0.6995134822447368,False,False,False,False,,
2019-02-11,40.48676681518555,-0.6083685737661877,False,False,False,False,,
2019-02-12,40.83564758300781,-0.6061816684917104,False,True,False,False,C,C isolated_spike_far_cp
2019-02-13,40.66599655151367,-0.4341366612403611,False,True,False,False,C,C isolated_spike_far_cp
2019-02-14,40.81415557861328,-0.6776006376826136,False,True,False,False,C,C isolated_spike_far_cp
2019-02-15,40.72333908081055,-0.7703015026192077,False,True,False,False,C,C isolated_spike_far_cp
2019-02-19,40.8452262878418,-0.7893537614538022,False,True,False,False,C,C isolated_spike_far_cp
2019-02-20,41.10807037353516,-0.7710928881603221,False,True,False,False,C,C isolated_spike_far_cp
2019-02-21,40.87628173828125,-0.5403689423573291,False,True,False,False,C,C isolated_spike_far_cp
2019-02-22,41.33269882202149,-0.5616069280030868,False,True,False,False,C,C isolated_spike_far_cp
2019-02-25,41.6337776184082,-0.5384236630740022,False,True,False,False,C,C isolated_spike_far_cp
2019-02-26,41.65766143798828,-0.8367237723604556,False,False,False,False,,
2019-02-27,41.78672409057617,-0.742623207254036,False,False,False,False,,
2019-02-28,41.37569427490234,-0.3326591490596688,False,False,False,False,,
2019-03-01,41.81060791015625,-0.5219534626311962,False,False,False,False,,
2019-03-04,42.0208854675293,-0.7486658099127899,False,False,False,False,,
2019-03-05,41.94442367553711,-0.7063683116628781,False,False,False,False,,
2019-03-06,41.70308303833008,-0.1200099212674435,False,False,False,False,,
2019-03-07,41.22038269042969,0.5782557472772858,False,False,False,False,,
2019-03-08,41.3183479309082,-0.0861620218184975,False,False,False,False,,
2019-03-11,42.74971389770508,3.0582744011901237,True,False,False,False,A,A2 very_strong_iof
2019-03-12,43.23002243041992,-0.503041110208971,False,False,False,False,,
2019-03-13,43.42119216918945,-0.7448172143315039,False,False,False,False,,
2019-03-14,43.90388107299805,-0.4799762991135616,False,False,False,False,,
2019-03-15,44.4749870300293,-0.4401743002330861,False,False,False,False,,
2019-03-18,44.92901992797852,-0.56809247774197,False,False,False,False,,
2019-03-19,44.57296371459961,-0.1481672053024586,False,False,False,False,,
2019-03-20,44.96247100830078,-0.6353113678110089,False,False,False,False,,
2019-03-21,46.61845397949219,1.8095418258501448,True,False,False,False,C,C weak_iof_only
2019-03-22,45.6530647277832,0.896016891846091,True,False,False,False,C,C weak_iof_only
2019-03-25,45.10107803344727,-0.3479795276068978,False,False,False,False,,
2019-03-26,44.63509750366211,-0.5569803201925521,False,False,False,False,,
2019-03-27,45.03655624389648,-0.8325274254023161,False,False,False,False,,
2019-03-28,45.09629440307617,-0.9776279128293204,False,False,False,False,,
2019-03-29,45.39020919799805,-0.9223420394673912,False,False,False,False,,
2019-04-01,45.6984748840332,-0.9304416927971876,False,False,False,False,,
2019-04-02,46.36277389526367,-0.6486726666796826,False,False,False,False,,
2019-04-03,46.68059158325195,-0.865592032402472,False,False,False,False,,
2019-04-04,46.761837005615234,-0.7570297033180762,False,False,False,False,,
2019-04-05,47.07487106323242,-0.645304008203077,False,False,False,False,,
2019-04-08,47.815650939941406,-0.3000591928365917,False,False,False,False,,
2019-04-09,47.67226409912109,-0.5579439919458199,False,False,False,False,,
2019-04-10,47.93990707397461,-0.8159308569656092,False,False,False,False,,
2019-04-11,47.54084014892578,-0.439911781074671,False,False,False,False,,
2019-04-12,47.5217170715332,-0.8594677368669683,False,False,False,False,,
2019-04-15,47.60773849487305,-0.8896965196148947,False,False,False,False,,
2019-04-16,47.612525939941406,-0.8932303821706654,False,False,False,False,,
2019-04-17,48.539676666259766,-0.2257586123124803,False,False,False,False,,
2019-04-18,48.71412658691406,-0.9150048320689288,False,False,False,False,,
2019-04-22,48.87422180175781,-0.7300587326983645,False,False,False,False,,
2019-04-23,49.57915878295898,0.2513071041134349,False,False,False,False,,
2019-04-24,49.502689361572266,0.084692297869623,False,False,False,False,,
2019-04-25,49.05343627929688,1.1038656874464805,True,False,False,False,C,C weak_iof_only
2019-04-26,48.81925964355469,0.2396262902090343,False,False,False,False,,
2019-04-29,48.89334487915039,-0.160052274640201,False,False,False,False,,
2019-04-30,47.95183563232422,1.673625381779,True,False,False,False,C,C weak_iof_only
2019-05-01,50.30558776855469,3.098240588498359,True,False,False,False,A,A2 very_strong_iof
2019-05-02,49.97821044921875,-0.723737962658878,False,False,False,False,,
2019-05-03,50.599517822265625,-0.7213352172051438,False,False,False,False,,
2019-05-06,49.81811141967773,-0.2836442651966042,False,False,False,False,,
2019-05-07,48.47515869140625,0.4314123038692938,False,False,False,False,,
2019-05-08,48.48471450805664,-0.9348091049426562,False,False,False,False,,
2019-05-09,47.96379089355469,-0.7029627031724961,False,False,False,False,,
2019-05-10,47.2993278503418,-0.4764015955840427,False,False,False,False,,
2019-05-13,44.550323486328125,2.664322736387157,True,False,False,False,C,C weak_iof_only
2019-05-14,45.255558013916016,-0.3295752390912344,False,False,False,False,,
2019-05-15,45.79768753051758,-0.500709060878958,False,False,False,False,,
2019-05-16,45.59619140625,-0.6701638191607049,False,False,False,False,,
2019-05-17,45.33712005615234,-0.5165628653075504,False,False,False,False,,
2019-05-20,43.919429779052734,0.4194572315181892,False,False,False,False,,
2019-05-21,44.76140213012695,0.1076161742941597,False,False,False,False,,
2019-05-22,43.84506607055664,0.226588737635707,False,False,False,False,,
2019-05-23,43.096641540527344,0.2716635467710534,False,False,False,False,,
2019-05-24,42.93113327026367,-0.0082490517077883,False,False,False,False,,
2019-05-28,42.75362014770508,-0.0254032446990151,False,False,False,False,,
2019-05-29,42.54973602294922,0.0227829886659838,False,False,False,False,,
2019-05-30,42.770416259765625,-0.0632477110222877,False,False,False,False,,
2019-05-31,41.99559783935547,0.8732053490496412,True,False,False,False,C,C weak_iof_only
2019-06-03,41.571022033691406,0.7215116207139817,True,False,False,False,C,C weak_iof_only
2019-06-04,43.09185409545898,2.431481114268343,True,False,False,False,C,C weak_iof_only
2019-06-05,43.78750228881836,0.4644801130504621,False,False,False,False,,
2019-06-06,44.43038177490234,-0.0198424350366512,False,False,False,False,,
2019-06-07,45.61297225952149,0.4182274371301909,False,False,False,False,,
2019-06-10,46.19588851928711,-0.4545571114026868,False,False,False,False,,
2019-06-11,46.7308235168457,-0.6496706590063568,False,False,False,False,,
2019-06-12,46.58209228515625,-0.9379193485408416,False,False,False,False,,
2019-06-13,46.57249450683594,-0.9661721861736756,False,False,False,False,,
2019-06-14,46.2342643737793,-0.8226766281828602,False,False,False,False,,
2019-06-17,46.51012802124024,-0.9083527494465096,False,False,False,False,,
2019-06-18,47.60396957397461,-0.3136872129550104,False,False,False,False,,
